"state_reported","office_name_reported","landing_site_reported","year_reported","month_reported","receipt_date_reported","period_start_reported","period_end_reported","eu_rnpa_reported","eu_name_reported","vessel_rnpa_reported","vessel_name_reported","fleet_reported","aquaculture_reported","est_aquaculture_production","est_sector","taxa_group_reported","est_taxa_group","taxa_name_reported","clean_taxa_name","common_name_clean","scientific_name_reported","est_Major_Functional_Group","landed_weight_reported","live_weight_reported","est_weight_kg","value_reported"
"BAJA CALIFORNIA","SAN QUINTIN","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2001,8,2001-08-28,NA,NA,"0203011093","SPR PUERTO CAMALU DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CABRILLA","CABRILLA","CABRILLA DESV. FCA.","CABRILLA","cabrilla",NA,"demersal marine fishes",494,543.4,543.4,2470
"SINALOA","LOS MOCHIS","EL JITZAMURI",2013,3,2013-03-05,2013-03-02,2013-03-04,"2507003818","SCPP Y DE SERV NICOLAS VALDEZ VILLEGAS SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",480,480,480,4800
"NAYARIT","SAN BLAS","LA NUEVA """"U""""",2015,2,2015-02-15,2015-02-13,2015-02-15,"1802001857","SCPP DE ALT PESC DEL PTO DE SAN BLAS SC RL CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BURRO ENT. FCO.","BURRO","burro",NA,"demersal marine fishes",700,700,700,5600
"SINALOA","MAZATLAN","MAZATLAN",2006,10,2006-10-21,2006-09-21,2006-10-19,"2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","00055566","DOÑA DELFINA M II",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON PACOTILLA DESC. FCO.","CAMARON PACOTILLA","camaron pacotilla",NA,"shrimps, prawns",10100,16160,16160,505000
"SINALOA","MAZATLAN","PLAYA SUR",2013,9,2013-08-31,2013-08-17,2013-08-31,"2508012297","RUBEN RAMON OLIVEROS ARIAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",85,85,85,3400
"NAYARIT","SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",2016,10,2016-10-03,2016-10-02,2016-10-03,"1806000392","FLORENTINA GARCIA PEREZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BURRO ENT. FCO.","BURRO","burro",NA,"demersal marine fishes",617,617,617,9255
"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD",2022,11,2022-11-03,2022-11-01,2022-11-03,"2604008769","MOISES MATSUMIYA LEON","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","TIBURON","TIBURON","TRIPA DESC. Y DESV. FCA.","TRIPA","tripa",NA,"sharks",1240,1550,1550,27280
"BAJA CALIFORNIA","MEXICALI","PUERTECITOS",2020,3,2020-03-17,2020-03-15,2020-03-15,"0207002189","SCPP GALLOS SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","CALLO DE HACHA S.C. FCO.","CALLO HACHA","callo hacha",NA,"molluscs excl. cephalopods",452,3164,3164,67800
"BAJA CALIFORNIA SUR","SANTA ROSALIA","MULEGE",2011,10,2011-10-01,2011-09-29,2011-10-01,"0312001332","SCPP HEROICO PUERTO DE MULEGE ,SCL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CABRILLA","CABRILLA","CABRILLA DESV. FCA.","CABRILLA","cabrilla",NA,"demersal marine fishes",115,126.5,126.5,4025
"SINALOA","MAZATLAN","PLAYA NORTE",2009,11,2009-11-05,2009-10-30,2009-11-05,"2508012693","ALEJANDRO TORRES ULIBARRIA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTARRAYA ENT. FCA.","MANTARRAYA","mantarraya",NA,"demersal marine fishes",200,200,200,400
"BAJA CALIFORNIA","SAN FELIPE","MUELLE DE SAN FELIPE",2012,9,2012-09-26,2012-09-23,2012-09-25,"0207002007","PESQUERA CACHANAS SPR DE RL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",150,240,240,13500
"SINALOA","GUASAVE","SITIO EMB DESEM GENERICO",2004,6,2004-06-09,2004-01-01,2004-01-01,"2505001079","SCPP LUCIO RAMIREZ MACHADO SC DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","BERRUGATA","BERRUGATA","BERRUGATA DESV. FCA.","BERRUGATA","berrugata",NA,"demersal marine fishes",2200,2420,2420,8800
"BAJA CALIFORNIA SUR","LA PAZ","ISLA CERRALVO",2020,6,2020-06-30,2020-06-27,2020-06-30,"0305007718","SCPP ACUI Y TUR FAMILIA SANDEZ SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PIERNA","PIERNA","PIERNA DESV. FCA.","PIERNA","pierna",NA,"demersal marine fishes",200,220,220,4000
"NAYARIT","CRUZ DE HUANACAXTLE","BUCERIAS",2018,3,2018-03-09,2018-03-07,2018-03-09,"1807000789","FAUSTINO VELASCO RAMIREZ","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",686,754.6,754.6,54880
"SINALOA","CULIACAN",NA,2024,8,2024-08-31,NA,NA,"2501004127","ACUICOLA ROJO S.A. DE C.V.","25047465","ACUICOLA ROJO S.A. DE C.V.",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO.","CAMARON BLANCO","camaron blanco",NA,"shrimps, prawns",186,186,186,25110
"SONORA","PUERTO PEÑASCO","REC PORTUARIO",2020,8,2020-08-07,2020-08-05,2020-08-07,"2607010895","PESCADORES DE RIVERA LOS ANZUELOS SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","SIERRA","SIERRA","SIERRA ENT. FCA.","SIERRA","sierra",NA,"pelagic marine fish (excl. anchovy & sardine)",1500,1500,1500,18000
"NAYARIT","TECUALA","PLAYA DE NOVILLERO",2016,4,2016-04-20,2016-04-18,2016-04-20,"1803001260","DILVER CEJA VIRGEN","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. FCO.","CAZON","cazon",NA,"sharks",15,16.5,16.5,330
"BAJA CALIFORNIA SUR","LA PAZ","BARRIO LA PLAYA",2005,1,2005-01-06,2005-01-03,2005-01-05,"0305000127","SCPP SAN JOSE DEL CABO SCL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","OSTION","OSTION","OSTION DE ROCA ENT. FCO.","OSTION","ostion",NA,"molluscs excl. cephalopods",1400,1400,1400,5600
"BAJA CALIFORNIA SUR","LORETO","SAN NICOLAS",2014,2,2014-02-20,2014-02-17,2014-02-19,"0306001793","SCPP ISLA SAN ILDEFONSO SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JUREL","ESMEDREGAL","JUREL ENT. FCO. (SERIOLA LALANDI)","JUREL (SERIOLA LALANDI)","jurel","Seriola Lalandi","pelagic marine fish (excl. anchovy & sardine)",203,203,203,2233
"SINALOA","GUASAVE","CERRO CABEZON",2013,2,2013-02-18,2013-02-16,2013-02-18,"2505000410","SCPP RIBEREÑA PESCADORES DEL JITO S DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",200,200,200,5000
"SINALOA","MAZATLAN","ISLA DE LA PIEDRA",2021,8,2021-08-31,2021-08-24,2021-08-31,"2508012081","CONRADO AGUIRRE TOSTADO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","CHABELITA ENT. FCA.","CHABELITA","chabelita",NA,"pelagic marine fish (excl. anchovy & sardine)",200,200,200,1400
"SINALOA","LOS MOCHIS","EL JITZAMURI",2023,9,2023-09-16,2023-09-11,2023-09-13,"2507005110","SCPP LA VARA�A SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",2060,2060,2060,72100
"SONORA","HUATABAMPO","BAHIA AGIABAMPO",2017,10,2017-10-30,2017-10-28,2017-10-30,"2609014309","SCPP Y A COM PESCADORES  UNIDOS DEL SUR DE SONORA, S.C. DE R.L. ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",4500,4500,4500,67500
"SINALOA","LA REFORMA","LA REFORMA",2023,12,2023-12-12,2023-12-09,2023-12-11,"2506001060","S.C.P.P. AGUA DULCE S.C.DE R.L.DE C.V.","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",588,941,941,47040
"NAYARIT","TECUALA","PUERTA DEL RIO",2008,9,2008-09-15,2008-09-13,2008-09-15,"1803000106","DAMASO GONZALEZ HERRERA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","CONSTANTINO ENT. FCO.","CONSTANTINO","constantino",NA,"demersal marine fishes",120,120,120,1200
"BAJA CALIFORNIA","SAN FELIPE","SAN FELIPE",2015,11,2015-11-16,2015-11-13,2015-11-16,"0203010103","SOCIEDAD DE PRODUCCION RURAL EL MAYOR CUCAPAH SPR DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","SIERRA","SIERRA","SIERRA ENT. FCA.","SIERRA","sierra",NA,"pelagic marine fish (excl. anchovy & sardine)",1910,1910,1910,47750
"SONORA","GOLFO DE SANTA CLARA","GOLFO DE SANTA CLARA",2010,2,2010-02-22,2010-02-20,2010-02-22,"2603000361","SCPP FRANCO SCL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",109,174.4,174.4,18530
"NAYARIT","SAN BLAS","ESTERO EL POZO (MARGEN IZQUIERDA)",2014,2,2014-02-28,2014-02-26,2014-02-28,"1802000966","SOC COOP SAN BLAS Y BOCA DEL ASADERO SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","BERRUGATA","BERRUGATA","BERRUGATA DESV. FCA.","BERRUGATA","berrugata",NA,"demersal marine fishes",200,220,220,2000
"NAYARIT","TUXPAN","CHIRIMOYO, EL",2006,2,2006-02-05,2006-02-03,2006-02-05,"1805001409","CANDELARIA DEL VILLAR AVILA","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","CONSTANTINO ENT. FCO.","CONSTANTINO","constantino",NA,"demersal marine fishes",161,161,161,1610
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","LA RIBERA",2019,7,2019-07-23,2019-07-17,2019-07-20,"0305008518","SCPP LEAL SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BAQUETA","MERO","BAQUETA DESV. FCA.","BAQUETA","baqueta",NA,"demersal marine fishes",300,330,330,30000
"SINALOA","ESCUINAPA","PLAYA TEACAPAN",2007,12,2007-12-09,2007-12-09,2007-12-09,"2504001484","SCP Y COMERCIALIZACION DE PRODUCTOS DEL MAR DE TEACAPAN, SC DE RL.","00000000","",NA,NA,"not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. FCO.","CAZON","cazon",NA,"sharks",210,231,231,4200
"JALISCO","PUERTO VALLARTA","BOCA DE TOMATLAN",2017,1,2017-01-02,2017-01-09,2017-01-16,"1406000321","S.C.P.P.  BOCA DE TOMATLAN, S.C. DE R.L.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","guachinango","Lutjanus Spp","demersal marine fishes",527,527,527,31620
"NAYARIT","SAN BLAS","BOCA DEL ASADERO",2016,8,2016-08-24,2016-08-16,2016-08-24,"1802002749","ALFREDO ORTIZ ORDOÑEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","GRILLO DESV. Y DESC. FCO. (ALOPIAS VULPINUS)","GRILLO (ALOPIAS VULPINUS)","grillo","Alopias Vulpinus","sharks",800,960,960,14400
"SINALOA","MAZATLAN","MAZATLAN",2009,3,2009-03-04,NA,2009-03-03,"2508006232","PESQUERA SANTA CATALINA SA DE CV","00045617","LUCINA ELENA",NA,NA,"not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","TIBURON AZUL DESV. Y DESC. FCO. (PRIONACE GLAUCA)","TIBURON AZUL (PRIONACE GLAUCA)","tiburon azul","Prionace Glauca","sharks",15800,19750,19750,94800
"NAYARIT","SANTIAGO IXCUINTLA","CENTRO RECEPCION COOP. OSTRICAMICHIN",2011,4,2011-04-06,2011-04-04,2011-04-06,"1806000475","S.C.P.P. EN GRAL. Y AC. OSTRICAMICHIN, S.C. DE R.L. DE C.V.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTA ALETA DE FCA.","MANTA","manta",NA,"demersal marine fishes",1200,2400,2400,12000
"SINALOA","LA REFORMA","LA REFORMA",2012,5,2012-05-22,2012-05-19,2012-05-21,"2506001532","S.C.P.P. LOS MANGLARES DE SAUCEDA, S.C. DE R.L. DE C.V.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",971,971,971,11652
"SONORA","GOLFO DE SANTA CLARA","GOLFO DE SANTA CLARA",2018,3,2018-03-13,2018-03-13,2018-03-13,"2603000866","CPP A Y T GOLFO DE CALIFORNIA SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CORVINA","CORVINA","CORVINA GOLFINA DESV. FCA.","CORVINA GOLFINA","corvina golfina",NA,"demersal marine fishes",1000,1100,1100,20000
"SINALOA","MAZATLAN","MAZATLAN",2000,8,2000-08-10,2000-01-01,2000-01-01,"9999999999","NO DISPONIBLE","00034991","MIRIAM III (PROPEMEX IC-4S)",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON BOTALON DESC. FCO.","CAMARON BOTALON","camaron botalon",NA,"shrimps, prawns",320,512,512,3200
"NAYARIT","SANTIAGO IXCUINTLA",NA,2023,10,2023-10-03,NA,NA,"1806000475","SCPP EN GRAL Y AC OSTRICAMICHIN SC DE RL DE CV","18060007","SCPP EN GRAL Y AC OSTRICAMICHIN SC DE RL DE CV",NA,NA,"likely aquaculture","marine: aquaculture","OSTION","OSTION","OSTION DE CULTIVO ENT. FCO.","OSTION","ostion",NA,"molluscs excl. cephalopods",2000,2000,2000,20000
"SONORA","HUATABAMPO","AQUIROPO",2020,9,2020-09-06,2020-09-04,2020-09-06,"2609014416","SCPP PESCADORES DE CEVASCO SCL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CARACOL","CARACOL","CARACOL CHINO ENT. FCO.","CARACOL CHINO","caracol chino",NA,"molluscs excl. cephalopods",450,450,450,3600
"SINALOA","MAZATLAN","MAZATLAN",2024,6,2024-06-07,2024-06-04,2024-06-06,"2508009525","MAZ SARDINA, SA DE CV","00102673","MAZ SARDINA II","large_scale",NA,"unlikely aquaculture","marine: large-scale capture","SARDINA","SARDINA","SARDINA CRINUDA IND.","SARDINA CRINUDA","sardina crinuda",NA,"anchovy & sardine (small pelagics)",94975,110171,110171,360905
"NAYARIT","SAN BLAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2003,11,2003-11-22,2003-05-16,2003-05-16,"1802000073","MANUEL LOPEZ BARAJAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PAMPANO","PAMPANO","PAMPANO ENT. FCO.","PAMPANO","pampano",NA,"pelagic marine fish (excl. anchovy & sardine)",50,50,50,400
"SINALOA","NAVOLATO","CAMPO PESQUERO LAS AGUAMITAS",2007,6,2007-06-25,2007-06-19,2007-06-25,"2509000184","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA DAVID PORTER SC DE RL DE CV","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA DESV. FCA.","CORVINA","corvina",NA,"demersal marine fishes",128,140.8,140.8,5120
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","ENSENADA BLANCA",2012,5,2012-05-15,2012-05-12,2012-05-14,"0306000191","JOSE ALONSO CASTRO NAVARRO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CABRILLA","CABRILLA","CABRILLA DESV. FCA.","CABRILLA","cabrilla",NA,"demersal marine fishes",180,198,198,4860
"SONORA","PUERTO PEÑASCO","PUERTO PEÑASCO",2020,2,2020-02-12,2020-01-22,2020-02-10,"2607003460","PESQUERA Y PROCESADORA MAR DE CORTEZ SA DE CV","00050484","KEYKO III","large_scale",NA,"unlikely aquaculture","marine: large-scale capture","LENGUADO","LENGUADO","LENGUADO DESV. FCO.","LENGUADO","lenguado",NA,"demersal marine fishes",1474,1621.4,1621.4,29480
"SINALOA","ESCUINAPA","EL QUESO",2021,4,2021-04-26,2021-04-23,2021-04-26,"2504002359","SOC  COOP  DE PROD PESQ DE ALTAMAR PUNTA DE LOBO , SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","SIERRA","SIERRA","SIERRA ENT. FCA.","SIERRA","sierra",NA,"pelagic marine fish (excl. anchovy & sardine)",101,101,101,1717
"SINALOA","ESCUINAPA","LA BRECHA",2012,3,2012-03-31,2012-03-26,2012-03-31,"2504001567","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA PESCADORES DE LA BRECHA SC DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","CONSTANTINO ENT. FCO.","CONSTANTINO","constantino",NA,"demersal marine fishes",70,70,70,840
"BAJA CALIFORNIA SUR","LA PAZ","PLAYITA DE ENMEDIO",2013,2,2013-02-13,2013-02-09,2013-02-13,"0305006306","SCPP PESCADORES DEL 2001 SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","COCHI DESV. FCO.","COCHI","cochi",NA,"demersal marine fishes",210,231,231,2100
"BAJA CALIFORNIA","SAN FELIPE","SAN FELIPE",2013,2,2013-02-20,2013-02-17,2013-02-19,"0207001744","UNION DE PRODUCCION PESQUERA MAVADU SPR DE RL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","ALMEJA","ALMEJA","ALMEJA GENEROSA ENT. FCA.","ALMEJA GENEROSA","almeja generosa",NA,"molluscs excl. cephalopods",6212,6212,6212,62120
"NAYARIT","SAN BLAS","LA NUEVA """"U""""",2017,5,2017-05-15,2017-05-13,2017-05-15,"1802001857","SCPP DE ALT PESC DEL PTO DE SAN BLAS SC RL CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA ENT. FCA.","CORVINA","corvina",NA,"demersal marine fishes",200,200,200,3600
"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",2008,5,2008-05-16,2008-05-05,2008-05-15,"0305000713","JOSE LUIS AMADOR CALDERON","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO DESV. FCO.","PARGO","pargo",NA,"demersal marine fishes",550,605,605,13750
"SONORA","PUERTO PEÑASCO","EL DESEMBOQUE",2019,4,2019-04-17,2019-04-14,2019-04-16,"2604000321","MARCO ANTONIO GONZALEZ LOZANO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BAQUETA","MERO","BAQUETA DESV. FCA.","BAQUETA","baqueta",NA,"demersal marine fishes",268,294.8,294.8,17420
"SINALOA","ESCUINAPA","PLAYA DE TEACAPAN",2006,12,2006-12-21,2006-12-21,2006-12-23,"2504001161","JOSE TRINIDAD IBARRA PEREZ","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","SABALOTE ENT. FCO.","SABALOTE","sabalote",NA,"diadromous fishes",2500,2500,2500,17500
"NAYARIT","TUXPAN","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2003,1,2003-01-14,2003-01-14,2003-01-14,"1805000815","SCPPAC GORREBERTO SC DE RL DE CV","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ESTERO ENT. FCO.","CAMARON ESTERO","camaron estero",NA,"shrimps, prawns",582,582,582,23280
"SINALOA","TOPOLOBAMPO","TOPOLOBAMPO",2013,8,2013-08-30,2013-08-27,2013-08-29,"2511001337","SCPP REVOLUCION SOCIAL SC DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",255,255,255,2550
"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",2023,7,2023-07-31,2023-07-25,2023-07-29,"0305007759","JOSE FELIX RODRIGUEZ ARIAS","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","PERICO ENT. FCO.","PERICO","perico",NA,"pelagic marine fish (excl. anchovy & sardine)",200,200,200,7000
"SINALOA","MAZATLAN","PLAYA NORTE",2015,4,2015-04-13,2015-04-01,2015-04-10,"2508014418","CLAUDIO COVARRUBIAS CORRALES","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",70,70,70,3500
"SINALOA","MAZATLAN","EMBARCADERO ISLA DE LA PIEDRA",2020,3,2020-03-10,2020-03-02,2020-03-09,"2508017734","VENUSTIANO PERAZA ALVAREZ","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","PALETA ENT. FCA.","PALETA","paleta",NA,"demersal marine fishes",65,65,65,2600
"SINALOA","MAZATLAN","EMBARCADERO ISLA DE LA PIEDRA",2019,9,2019-09-11,2019-09-01,2019-09-11,"2508012446","LEONARDO PEREZ PONCE","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BERRUGATA","BERRUGATA","BERRUGATA ENT. FCA.","BERRUGATA","berrugata",NA,"demersal marine fishes",60,60,60,1500
"SINALOA","MAZATLAN","EMBARCADERO ISLA DE LA PIEDRA",2016,8,2016-08-23,2016-08-14,2016-08-23,"2508012750","GERARDO TIRADO CARDENAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA GRANIZA ENT. FCA.","CORVINA GRANIZA","corvina graniza",NA,"demersal marine fishes",100,100,100,1500
"SINALOA","CULIACAN",NA,2024,9,2024-09-27,NA,NA,"2501380527","ANA LUISA FERNANDEZ AMAZAN","25318320","ANA LUISA FERNANDEZ AMAZAN",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO.","CAMARON BLANCO","camaron blanco",NA,"shrimps, prawns",3000,3000,3000,150000
"BAJA CALIFORNIA","SAN FELIPE","MUELLE DE SAN FELIPE",2025,3,2025-03-27,2025-03-26,2025-03-27,"0207001884","FARO GARCIA SPR DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BERRUGATA","BERRUGATA","CHANO ENT. FCO.","CHANO","chano",NA,"demersal marine fishes",8300,8300,8300,157700
"SINALOA","NAVOLATO","ALTATA",2006,11,2006-11-01,2006-10-28,2006-11-01,"2509001505","JESUS ARNULFO GALLARDO AMARILLAS","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA DESV. FCA.","CORVINA","corvina",NA,"demersal marine fishes",41,45.1,45.1,1640
