"year","Stock","total_biomass_kg","total_revenue","Major_Functional_Group","estimated_taxa_group","new_estimated_family_name"
2001,"Haemulon",309885.5,1267307,"Demersal marine fishes","RUBIO","Haemulidae"
2002,"Haemulon",337328,1578338,"Demersal marine fishes","RUBIO","Haemulidae"
2003,"Haemulon",445271.8,2343858,"Demersal marine fishes","RUBIO","Haemulidae"
2004,"Haemulon",367354.2,2144246,"Demersal marine fishes","RUBIO","Haemulidae"
2005,"Haemulon",343679.7,2197628,"Demersal marine fishes","RUBIO","Haemulidae"
2006,"Haemulon",348465.7,2275048,"Demersal marine fishes","RUBIO","Haemulidae"
2007,"Haemulon",419788.5,2695923,"Demersal marine fishes","RUBIO","Haemulidae"
2008,"Haemulon",529073.4,3187413,"Demersal marine fishes","RUBIO","Haemulidae"
2009,"Haemulon",698806.15,6966750,"Demersal marine fishes","RUBIO","Haemulidae"
2010,"Haemulon",734090.85,5270010,"Demersal marine fishes","RUBIO","Haemulidae"
2011,"Haemulon",866232.4,6766615,"Demersal marine fishes","RUBIO","Haemulidae"
2012,"Haemulon",919494.4,7325141,"Demersal marine fishes","RUBIO","Haemulidae"
2013,"Haemulon",1099507.55,8727087,"Demersal marine fishes","RUBIO","Haemulidae"
2014,"Haemulon",929696.6,7640784,"Demersal marine fishes","RUBIO","Haemulidae"
2015,"Haemulon",1149882.9,11111175,"Demersal marine fishes","RUBIO","Haemulidae"
2016,"Haemulon",1033539.7,10680646.4,"Demersal marine fishes","RUBIO","Haemulidae"
2017,"Haemulon",1147808,13925679.7,"Demersal marine fishes","RUBIO","Haemulidae"
2018,"Haemulon",1184239.3,16141811,"Demersal marine fishes","RUBIO","Haemulidae"
2019,"Haemulon",1078799.1,14195781,"Demersal marine fishes","RUBIO","Haemulidae"
2020,"Haemulon",785203.55,9781266,"Demersal marine fishes","RUBIO","Haemulidae"
2021,"Haemulon",724375.45,9038362,"Demersal marine fishes","RUBIO","Haemulidae"
2022,"Haemulon",745138.25,9174161,"Demersal marine fishes","RUBIO","Haemulidae"
2023,"Haemulon",629199,8074820,"Demersal marine fishes","RUBIO","Haemulidae"
2024,"Haemulon",783599.35,10540783.2,"Demersal marine fishes","RUBIO","Haemulidae"
2000,"Haemulopsis",139423.1,541828,"Demersal marine fishes","RONCO","Haemulidae"
2001,"Haemulopsis",121758,550171,"Demersal marine fishes","RONCO","Haemulidae"
2002,"Haemulopsis",99760.1,523398,"Demersal marine fishes","RONCO","Haemulidae"
2003,"Haemulopsis",239409.8,1091836,"Demersal marine fishes","RONCO","Haemulidae"
2004,"Haemulopsis",270835.6,1143942,"Demersal marine fishes","RONCO","Haemulidae"
2005,"Haemulopsis",119409.3,571169,"Demersal marine fishes","RONCO","Haemulidae"
2006,"Haemulopsis",95207.8,622652.5,"Demersal marine fishes","RONCO","Haemulidae"
2007,"Haemulopsis",157083.7,878054.5,"Demersal marine fishes","RONCO","Haemulidae"
2008,"Haemulopsis",112540.4,765394,"Demersal marine fishes","RONCO","Haemulidae"
2009,"Haemulopsis",131269,872675,"Demersal marine fishes","RONCO","Haemulidae"
2010,"Haemulopsis",112466.5,763068,"Demersal marine fishes","RONCO","Haemulidae"
2011,"Haemulopsis",105497.2,843469,"Demersal marine fishes","RONCO","Haemulidae"
2012,"Haemulopsis",146388.1,1142738,"Demersal marine fishes","RONCO","Haemulidae"
2013,"Haemulopsis",170685.2,1570169,"Demersal marine fishes","RONCO","Haemulidae"
2014,"Haemulopsis",211947.4,2137509,"Demersal marine fishes","RONCO","Haemulidae"
2015,"Haemulopsis",177049,1736629,"Demersal marine fishes","RONCO","Haemulidae"
2016,"Haemulopsis",197952.7,2311227.605,"Demersal marine fishes","RONCO","Haemulidae"
2017,"Haemulopsis",188480.3,2545183,"Demersal marine fishes","RONCO","Haemulidae"
2018,"Haemulopsis",135657.2,2100243,"Demersal marine fishes","RONCO","Haemulidae"
2019,"Haemulopsis",202975.1,2804961,"Demersal marine fishes","RONCO","Haemulidae"
2020,"Haemulopsis",129577.6,2139140,"Demersal marine fishes","RONCO","Haemulidae"
2021,"Haemulopsis",130517.2,2271578,"Demersal marine fishes","RONCO","Haemulidae"
2022,"Haemulopsis",143721.3,2484706,"Demersal marine fishes","RONCO","Haemulidae"
2023,"Haemulopsis",120987,2475926,"Demersal marine fishes","RONCO","Haemulidae"
2024,"Haemulopsis",111005.8,2105150,"Demersal marine fishes","RONCO","Haemulidae"
2000,"Haliotis",632436.38,58405059,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2001,"Haliotis",576130.98,41969952,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2002,"Haliotis",602441.54,37017956,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2003,"Haliotis",710080.96,53925336,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2004,"Haliotis",717330.22,62806598,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2005,"Haliotis",42210.02,4215151,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2006,"Haliotis",545.32,56225,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2007,"Haliotis",50929.32,5531868,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2008,"Haliotis",17922.24,1641130,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2009,"Haliotis",28538.94,3195731,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2010,"Haliotis",43115.88,3479493,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2011,"Haliotis",53376.86,6266103,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2012,"Haliotis",46657.84,5499794,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2013,"Haliotis",54920.78,8313607,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2014,"Haliotis",51200.86,7919757,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2015,"Haliotis",62074.72,9191193,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2016,"Haliotis",66846.12,9989109,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2017,"Haliotis",54742.78,9150747,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2018,"Haliotis",31919.82,5199128,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2019,"Haliotis",30394.947,3830111,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2020,"Haliotis",3571.8,548490,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2021,"Haliotis",119,2500,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2022,"Haliotis",218.06,15400,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2023,"Haliotis",7252,2187025,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2024,"Haliotis",4889.94,727350,"Molluscs excl. Cephalopods","ABULON","Haliotidae"
2000,"Hexaplex",4750,3500,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2001,"Hexaplex",20000,0,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2002,"Hexaplex",51000,0,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2003,"Hexaplex",33430,9800,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2005,"Hexaplex",5000,55000,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2009,"Hexaplex",12415,50980,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2010,"Hexaplex",19889,148915,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2011,"Hexaplex",19802,111610,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2012,"Hexaplex",15130,75650,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2013,"Hexaplex",4623,40274,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2014,"Hexaplex",1012006,6063662.5,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2015,"Hexaplex",1472723,10769101,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2016,"Hexaplex",1667515,24746036,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2017,"Hexaplex",1327990,13139560,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2018,"Hexaplex",1078781,12387085.5,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2019,"Hexaplex",1113165,17298157,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2020,"Hexaplex",1703916,19256192,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2021,"Hexaplex",1189550,13428050,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2022,"Hexaplex",741521,14616688.8,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2023,"Hexaplex",925719,10581186,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2024,"Hexaplex",219333,2576007,"Molluscs excl. Cephalopods","CARACOL","Muricidae"
2000,"Hoplopagrus",40043.8,544531,"Demersal marine fishes","PARGO","Lutjanidae"
2001,"Hoplopagrus",59065.2,726195,"Demersal marine fishes","PARGO","Lutjanidae"
2002,"Hoplopagrus",74381.6,995659,"Demersal marine fishes","PARGO","Lutjanidae"
2003,"Hoplopagrus",90321,1331628,"Demersal marine fishes","PARGO","Lutjanidae"
2004,"Hoplopagrus",94865.6,2018105,"Demersal marine fishes","PARGO","Lutjanidae"
2005,"Hoplopagrus",64877.3,1157074,"Demersal marine fishes","PARGO","Lutjanidae"
2006,"Hoplopagrus",64582.1,1216955,"Demersal marine fishes","PARGO","Lutjanidae"
2007,"Hoplopagrus",85301.7,1781918,"Demersal marine fishes","PARGO","Lutjanidae"
2008,"Hoplopagrus",81553.6,1677471,"Demersal marine fishes","PARGO","Lutjanidae"
2009,"Hoplopagrus",97915.3,1958275,"Demersal marine fishes","PARGO","Lutjanidae"
2010,"Hoplopagrus",100664,2218307,"Demersal marine fishes","PARGO","Lutjanidae"
2011,"Hoplopagrus",91064.4,2074733,"Demersal marine fishes","PARGO","Lutjanidae"
2012,"Hoplopagrus",89492.4,2275722,"Demersal marine fishes","PARGO","Lutjanidae"
2013,"Hoplopagrus",106639.9,2768719,"Demersal marine fishes","PARGO","Lutjanidae"
2014,"Hoplopagrus",108358.5,2960885,"Demersal marine fishes","PARGO","Lutjanidae"
2015,"Hoplopagrus",129975.1,3692537,"Demersal marine fishes","PARGO","Lutjanidae"
2016,"Hoplopagrus",164024.95,5299120.5,"Demersal marine fishes","PARGO","Lutjanidae"
2017,"Hoplopagrus",200327.45,6551279,"Demersal marine fishes","PARGO","Lutjanidae"
2018,"Hoplopagrus",168774.7,5891364,"Demersal marine fishes","PARGO","Lutjanidae"
2019,"Hoplopagrus",141608.8,5387356,"Demersal marine fishes","PARGO","Lutjanidae"
2020,"Hoplopagrus",142828.2,5633623,"Demersal marine fishes","PARGO","Lutjanidae"
2021,"Hoplopagrus",143173.9,5818694,"Demersal marine fishes","PARGO","Lutjanidae"
2022,"Hoplopagrus",182264.6,10160785,"Demersal marine fishes","PARGO","Lutjanidae"
2023,"Hoplopagrus",151964,7380104,"Demersal marine fishes","PARGO","Lutjanidae"
2024,"Hoplopagrus",174942.08,7920526.9,"Demersal marine fishes","PARGO","Lutjanidae"
2000,"Hypanus",1434106.9,7409171,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2001,"Hypanus",1536405.1,7689494,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2002,"Hypanus",1135521.8,6024502,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2003,"Hypanus",1790718,11295037,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2004,"Hypanus",1532273.6,9693972,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2005,"Hypanus",1394862.2,8976300,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2006,"Hypanus",802698.1,6875569.5,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2007,"Hypanus",809487.9,6842281,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2008,"Hypanus",832998,8325472,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2009,"Hypanus",781700.6,7812184,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2010,"Hypanus",867790.8,8674724,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2011,"Hypanus",879751.3,8332625,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2012,"Hypanus",1233218.6,11376801,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2013,"Hypanus",1540542.3,10886327,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2014,"Hypanus",1480658.85,10900053.75,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2015,"Hypanus",1588476.85,12808854,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2016,"Hypanus",2158305.2,20699627,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2017,"Hypanus",1660542.6,15638147,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2018,"Hypanus",1606022.5,14390748,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2019,"Hypanus",1976871.7,21632782,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2020,"Hypanus",2156764.2,22649967,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2021,"Hypanus",2710962.6,29046451,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2022,"Hypanus",2439022.5,32446301,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2023,"Hypanus",2818128,38498825,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2024,"Hypanus",3210633.31,44753425.8,"Demersal marine fishes","RAYA Y SIMILARES","Dasyatidae"
2000,"Hyporthodus",368902.1,7528717,"Demersal marine fishes","BAQUETA","Serranidae"
2001,"Hyporthodus",311635.3,6766375,"Demersal marine fishes","BAQUETA","Serranidae"
2002,"Hyporthodus",262095.85,6036919,"Demersal marine fishes","BAQUETA","Serranidae"
2003,"Hyporthodus",407576.3,9501810,"Demersal marine fishes","BAQUETA","Serranidae"
2004,"Hyporthodus",374128.4,9060093,"Demersal marine fishes","BAQUETA","Serranidae"
2005,"Hyporthodus",289374.95,7393839,"Demersal marine fishes","BAQUETA","Serranidae"
2006,"Hyporthodus",329507.8,7546035,"Demersal marine fishes","BAQUETA","Serranidae"
2007,"Hyporthodus",386730.4,8845270.5,"Demersal marine fishes","BAQUETA","Serranidae"
2008,"Hyporthodus",451720.3,11223514,"Demersal marine fishes","BAQUETA","Serranidae"
2009,"Hyporthodus",490097.65,14949519,"Demersal marine fishes","BAQUETA","Serranidae"
2010,"Hyporthodus",536353.2,17295561,"Demersal marine fishes","BAQUETA","Serranidae"
2011,"Hyporthodus",409536.45,12154105,"Demersal marine fishes","BAQUETA","Serranidae"
2012,"Hyporthodus",623134.95,17559645,"Demersal marine fishes","BAQUETA","Serranidae"
2013,"Hyporthodus",816418.9,28210997,"Demersal marine fishes","BAQUETA","Serranidae"
2014,"Hyporthodus",968723.3,35912324.5,"Demersal marine fishes","BAQUETA","Serranidae"
2015,"Hyporthodus",1151124.93,47869341.8,"Demersal marine fishes","BAQUETA","Serranidae"
2016,"Hyporthodus",1585649.2,69613944.03,"Demersal marine fishes","BAQUETA","Serranidae"
2017,"Hyporthodus",1506070.592,72177636.5,"Demersal marine fishes","BAQUETA","Serranidae"
2018,"Hyporthodus",2027202.292,109851561.43,"Demersal marine fishes","BAQUETA","Serranidae"
2019,"Hyporthodus",2357395.82,130223535.25,"Demersal marine fishes","BAQUETA","Serranidae"
2020,"Hyporthodus",2566944.95,141134457,"Demersal marine fishes","BAQUETA","Serranidae"
2021,"Hyporthodus",1874853.95,102173029,"Demersal marine fishes","BAQUETA","Serranidae"
2022,"Hyporthodus",1588719.5,96264999,"Demersal marine fishes","BAQUETA","Serranidae"
2023,"Hyporthodus",2096469,128032555,"Demersal marine fishes","BAQUETA","Serranidae"
2024,"Hyporthodus",2207463.841,130730383.39,"Demersal marine fishes","BAQUETA","Serranidae"
2000,"Istiophorus",210,2450,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2002,"Istiophorus",452,2908,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2003,"Istiophorus",21183.45,109729,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2004,"Istiophorus",32399.6,214508,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2005,"Istiophorus",26435.5,152150,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2006,"Istiophorus",19468,119163,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2007,"Istiophorus",26360.2,193158,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2008,"Istiophorus",30910.25,183408,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2009,"Istiophorus",21059.5,214206,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2010,"Istiophorus",12849.35,208718,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2011,"Istiophorus",18094.75,179760,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2012,"Istiophorus",15879.65,173329,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2013,"Istiophorus",36506.05,347419,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2014,"Istiophorus",23746.15,255135,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2015,"Istiophorus",30664.75,389984,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2016,"Istiophorus",61092.5,1145863,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2017,"Istiophorus",55067.9,1252537,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2018,"Istiophorus",65116.55,1364636,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2019,"Istiophorus",48645.7,1063002,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2020,"Istiophorus",27058.4,606149,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2021,"Istiophorus",22896.75,396900,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2022,"Istiophorus",32216,609889,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2023,"Istiophorus",51186,946740,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2024,"Istiophorus",68068.5,1073684.5,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Istiophoridae"
2005,"Isurus",616.25,7888,"Sharks","TIBURON","Lamnidae"
2006,"Isurus",2536.25,20290,"Sharks","TIBURON","Lamnidae"
2007,"Isurus",5160.85,33478,"Sharks","TIBURON","Lamnidae"
2009,"Isurus",17812.75,148484,"Sharks","TIBURON","Lamnidae"
2010,"Isurus",37657.45,177624,"Sharks","TIBURON","Lamnidae"
2011,"Isurus",2692.5,30400,"Sharks","TIBURON","Lamnidae"
2012,"Isurus",1160.5,18990,"Sharks","TIBURON","Lamnidae"
2013,"Isurus",39688.3,391724,"Sharks","TIBURON","Lamnidae"
2014,"Isurus",429825.5,6232581,"Sharks","TIBURON","Lamnidae"
2015,"Isurus",439293.3,7107120,"Sharks","TIBURON","Lamnidae"
2016,"Isurus",497155.6,9625238.5,"Sharks","TIBURON","Lamnidae"
2017,"Isurus",330659.6,6376866,"Sharks","TIBURON","Lamnidae"
2018,"Isurus",285776.65,6636342,"Sharks","TIBURON","Lamnidae"
2019,"Isurus",635842,14820173,"Sharks","TIBURON","Lamnidae"
2020,"Isurus",647138.1,12149250,"Sharks","TIBURON","Lamnidae"
2021,"Isurus",796511,9888285,"Sharks","TIBURON","Lamnidae"
2022,"Isurus",855813.85,25114750,"Sharks","TIBURON","Lamnidae"
2023,"Isurus",863995,22566559,"Sharks","TIBURON","Lamnidae"
2024,"Isurus",1039622.925,13631222.9,"Sharks","TIBURON","Lamnidae"
2000,"Katsuwonus",4420012,23006543,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2001,"Katsuwonus",4803521,28819811,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2002,"Katsuwonus",418725,3295416,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2003,"Katsuwonus",5604279.3,33492512,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2004,"Katsuwonus",13801596.6,81414179,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2005,"Katsuwonus",23265826.6,121680813,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2006,"Katsuwonus",14259733,75811107,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2007,"Katsuwonus",17636828.1,95607809,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2008,"Katsuwonus",18128612,157017778,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2009,"Katsuwonus",7688449.2,63880029,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2010,"Katsuwonus",2760053.2,45417753,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2011,"Katsuwonus",6397664.2,51377225,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2012,"Katsuwonus",10687521.1,84231226,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2013,"Katsuwonus",8142255.1,64765361,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2014,"Katsuwonus",4492837.2,33968889,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2015,"Katsuwonus",15462616,122622558,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2016,"Katsuwonus",8551232.48,151718449,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2017,"Katsuwonus",9183615.3,91467872.8,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2018,"Katsuwonus",9703739,136199078,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
2019,"Katsuwonus",10727408.2,145479635,"Pelagic marine fish (excl. anchovy & sardine)","BARRILETE","Scombridae"
